gender,age,sim_history_months,international_roaming_package,operator_cloud_space,night_internet_package,volte_calling_service,superapp_social_network,superapp_financial_services,sim_card_type,operator_app_usage,monthly_cost_toman,total_cost_toman,churn,birth_month_sin,birth_month_cos,gen_2G,gen_3G,gen_4G,gen_5G,Churn_Probability,Top_Churn_Reasons,Risk_Level,Recommended_Action,Campaign_Type,Customer_Priority
0,52.0,31,-1,1,1,1,1,1,1,0,11880000,374580000,0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0.1693277030689052,gen_2G (+0.227) .. superapp_financial_services (+0.149) .. superapp_social_network (+0.132),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,44.0,50,0,0,0,0,0,0,1,0,3022500,139635000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.0266794881336725,monthly_cost_toman (+0.576) .. birth_month_cos (+0.065) .. birth_month_sin (+0.025),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,32.0,10,1,-1,1,-1,-1,-1,0,1,11977500,133102500,0,1.0,6.123233995736766e-17,0,0,0,1,0.7506007877490433,sim_history_months (+0.873) .. Churn_Probability (+0.475) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,44.0,1,-1,-1,-1,1,-1,-1,0,0,7357500,7357500,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.550280259973454,sim_history_months (+1.249) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,58.0,52,0,0,0,0,0,0,1,1,3060000,163597500,0,0.0,1.0,1,0,0,0,0.0365624515909999,monthly_cost_toman (+0.573) .. operator_app_usage (+0.11) .. birth_month_cos (+0.075),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
1,40.0,64,1,-1,1,1,1,1,1,1,16740000,1064850000,0,-1.0,-1.8369701987210287e-16,0,0,0,1,0.2376795423792414,total_cost_toman (+1.24) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,59.0,62,0,0,0,0,0,0,1,1,3637500,213690000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.0236921526752257,monthly_cost_toman (+0.524) .. operator_app_usage (+0.11) .. age (+0.058),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
0,18.0,3,1,-1,-1,1,-1,1,0,1,9675000,26610000,0,1.0,6.123233995736766e-17,0,0,1,0,0.5846138013990483,sim_history_months (+1.166) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,50.0,56,1,1,1,-1,1,1,1,0,16575000,920925000,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.2449398549619116,total_cost_toman (+1.003) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,41.0,46,-1,-1,-1,-1,-1,1,1,0,8347500,403327500,0,1.0,6.123233995736766e-17,0,0,1,0,0.1635312898550866,gen_2G (+0.227) .. total_cost_toman (+0.151) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,36.0,8,1,1,-1,-1,-1,-1,0,0,8197500,72337500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.4365892296139242,sim_history_months (+0.957) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
1,41.0,30,1,1,-1,-1,1,1,0,1,11212500,316695000,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0.5132099496610655,sim_card_type (+0.251) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Medium Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,High
0,18.0,45,0,0,0,0,0,0,1,1,3885000,182490000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.0463463219531984,monthly_cost_toman (+0.503) .. operator_app_usage (+0.11) .. birth_month_sin (+0.025),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
0,37.0,1,-1,-1,-1,-1,1,-1,0,1,11902500,11902500,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.8920161392602629,sim_history_months (+1.249) .. Churn_Probability (+0.703) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,44.0,11,1,-1,-1,-1,1,1,0,0,7582500,84802500,0,1.0,6.123233995736766e-17,0,0,1,0,0.6606208329283623,sim_history_months (+0.832) .. Churn_Probability (+0.33) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,58.0,7,-1,-1,1,-1,-1,-1,0,1,11272500,74535000,1,-1.0,-1.8369701987210287e-16,0,0,0,1,0.8276049823658238,sim_history_months (+0.999) .. Churn_Probability (+0.599) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,34.0,42,-1,1,1,1,1,1,0,1,15570000,649125000,0,0.0,1.0,0,0,0,1,0.6842048326803769,total_cost_toman (+0.556) .. gen_5G (+0.424) .. Churn_Probability (+0.368),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,30.0,49,0,0,0,0,0,0,1,1,3022500,146002500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.0409916457778003,monthly_cost_toman (+0.576) .. operator_app_usage (+0.11) .. gen_4G (+0.013),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
1,34.0,9,-1,1,-1,-1,1,1,0,1,14895000,137812500,0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.8856106993892575,sim_history_months (+0.915) .. Churn_Probability (+0.693) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,51.0,35,1,-1,-1,-1,1,-1,1,1,9322500,332317500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.1973282270812582,gen_2G (+0.227) .. superapp_social_network (+0.132) .. operator_app_usage (+0.11),Low Risk,اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK) | ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,App_Engagement_Heroes_Points | Digital_Bundle_Automatic_Topup,Normal
0,44.0,48,0,0,0,0,0,0,1,0,3097500,158550000,0,0.4999999999999999,-0.8660254037844387,1,0,0,0,0.0289115480672607,monthly_cost_toman (+0.57) .. gen_4G (+0.013) .. age (+0.011),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,34.0,46,0,0,0,0,0,0,1,1,2992500,139065000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.0451847116144104,monthly_cost_toman (+0.579) .. operator_app_usage (+0.11) .. birth_month_sin (+0.025),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
1,46.0,29,-1,-1,-1,-1,1,-1,0,0,5062500,151387500,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.5356186109923202,monthly_cost_toman (+0.404) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,High
1,41.0,30,-1,1,1,-1,-1,-1,0,0,12307500,385530000,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.5955307335634221,gen_5G (+0.424) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,52.0,1,-1,-1,-1,1,-1,-1,0,0,11205000,11205000,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.7412610559733531,sim_history_months (+1.249) .. Churn_Probability (+0.46) .. gen_5G (+0.424),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,32.0,66,1,-1,1,1,1,1,1,1,12600000,857137500,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0.0903440877517894,total_cost_toman (+0.898) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,36.0,65,1,1,1,-1,1,1,0,1,16657500,1066050000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.526781661308592,total_cost_toman (+1.242) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,35.0,72,-1,1,1,-1,1,1,1,1,15135000,1118857500,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.3686830787770849,total_cost_toman (+1.329) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,22.0,12,1,-1,-1,-1,-1,-1,0,1,11842500,139102500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.7209765197575231,sim_history_months (+0.79) .. Churn_Probability (+0.427) .. gen_5G (+0.424),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,44.0,71,1,1,-1,1,-1,-1,1,1,10027500,712305000,0,0.4999999999999999,0.8660254037844387,0,0,1,0,0.0309824636456234,total_cost_toman (+0.66) .. gen_2G (+0.227) .. operator_app_usage (+0.11),Low Risk,اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),App_Engagement_Heroes_Points,Normal
1,43.0,5,0,0,0,0,0,0,0,0,3157500,17077500,1,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.3436752227019505,sim_history_months (+1.082) .. monthly_cost_toman (+0.565) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,40.0,52,0,0,0,0,0,0,1,0,3150000,166080000,0,1.2246467991473532e-16,-1.0,1,0,0,0,0.0248754416406453,monthly_cost_toman (+0.565) .. gender (+0.015) .. gen_4G (+0.013),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,37.0,25,-1,1,1,-1,1,1,0,1,14775000,377175000,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.8347598713281105,Churn_Probability (+0.611) .. gen_5G (+0.424) .. sim_card_type (+0.251),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
1,23.0,1,0,0,0,0,0,0,0,0,3030000,3030000,0,1.2246467991473532e-16,-1.0,1,0,0,0,0.3835843539955736,sim_history_months (+1.249) .. monthly_cost_toman (+0.576) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,35.0,1,0,0,0,0,0,0,0,0,2917500,2917500,0,0.0,1.0,1,0,0,0,0.3876133309740158,sim_history_months (+1.249) .. monthly_cost_toman (+0.585) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,36.0,38,-1,-1,1,1,1,-1,1,0,14250000,540840000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.3014402064636588,gen_5G (+0.424) .. total_cost_toman (+0.377) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,30.0,66,-1,1,1,-1,1,-1,1,0,6832500,454087500,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0.0790018376043246,monthly_cost_toman (+0.255) .. total_cost_toman (+0.234) .. gen_2G (+0.227),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,38.0,68,-1,1,1,1,1,1,1,1,16500000,1141777500,1,0.8660254037844386,0.5000000000000001,0,0,0,1,0.3001176266462703,total_cost_toman (+1.367) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,45.0,5,-1,-1,-1,-1,-1,-1,0,0,3645000,15030000,0,1.0,6.123233995736766e-17,0,0,1,0,0.6954022424254594,sim_history_months (+1.082) .. monthly_cost_toman (+0.524) .. Churn_Probability (+0.386),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
0,63.0,72,1,1,-1,-1,1,1,1,1,15622500,1095457500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.2400609889262707,total_cost_toman (+1.291) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,42.0,32,1,-1,-1,-1,-1,-1,1,0,4522500,139147500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.137478884651872,monthly_cost_toman (+0.45) .. gen_2G (+0.227) .. volte_calling_service (+0.073),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | فعال‌سازی رایگان VoLTE به عنوان بخشی از بسته عذرخواهی برای CRITICAL RISK,Conditional_Discount_Only_With_Value | VoLTE_As_Apology_Bundle,Normal
1,43.0,43,-1,-1,-1,-1,1,1,1,0,14152500,588195000,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.4602003919465073,total_cost_toman (+0.455) .. gen_5G (+0.424) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,39.0,72,0,0,0,0,0,0,1,0,2910000,204487500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.011072826584144,monthly_cost_toman (+0.586) .. gender (+0.015) .. gen_4G (+0.013),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,18.0,55,1,1,-1,-1,1,-1,0,1,14512500,785835000,1,1.0,6.123233995736766e-17,0,0,0,1,0.498502190009479,total_cost_toman (+0.781) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,40.0,52,1,-1,1,1,-1,-1,1,0,8692500,456337500,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.0334571926019227,total_cost_toman (+0.238) .. gen_2G (+0.227) .. monthly_cost_toman (+0.098),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,41.0,43,-1,1,1,-1,1,-1,0,1,13747500,593115000,0,-1.0,-1.8369701987210287e-16,0,0,0,1,0.6722878472571142,total_cost_toman (+0.463) .. gen_5G (+0.424) .. Churn_Probability (+0.349),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,70.0,37,-1,-1,-1,-1,-1,-1,0,1,11475000,430222500,1,0.0,1.0,0,0,0,1,0.6593380266972556,gen_5G (+0.424) .. Churn_Probability (+0.328) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,38.0,64,-1,1,-1,1,1,1,1,1,8190000,513525000,0,0.0,1.0,0,1,0,0,0.1052123426280729,total_cost_toman (+0.332) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,44.0,3,1,1,-1,-1,1,-1,0,0,13477500,37260000,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.7370651973966206,sim_history_months (+1.166) .. Churn_Probability (+0.453) .. gen_5G (+0.424),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
